reference,reference_sha,path,decision,reason,base_blob,reference_blob,candidate_blob
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,docs/develop-apps/index.md,superseded,"Keep consolidated documentation/tooling; older workflow is comparison evidence, not a runtime dependency.",4e0118dae23f7c2ed25bd06ef7970ae5524c58c9,e8097f0955e99d25406ab4a7ba3065a9d196d756,4e0118dae23f7c2ed25bd06ef7970ae5524c58c9
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,docs/develop-apps/tutorials/advanced/_category_.json,superseded,"Keep consolidated documentation/tooling; older workflow is comparison evidence, not a runtime dependency.",,e190f9f051c4c213228e1351cc238b3a67e36252,
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,docs/develop-apps/tutorials/before-you-run.md,superseded,"Keep consolidated documentation/tooling; older workflow is comparison evidence, not a runtime dependency.",09a3795e43873328da097565c08d8c267db64ae8,d6b04ca1ca461b401bffa22a9176c56a0e856d6d,09a3795e43873328da097565c08d8c267db64ae8
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,docs/develop-apps/tutorials/beginner/_category_.json,superseded,"Keep consolidated documentation/tooling; older workflow is comparison evidence, not a runtime dependency.",,07f3996d219582d2f8707e96cd7e61400485b1f8,
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,docs/develop-apps/tutorials/cameras-streaming/_category_.json,superseded,"Keep consolidated documentation/tooling; older workflow is comparison evidence, not a runtime dependency.",7db2bbbf63e98694ae77299d3d8edf8879342c20,,7db2bbbf63e98694ae77299d3d8edf8879342c20
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,docs/develop-apps/tutorials/genai/_category_.json,superseded,"Keep consolidated documentation/tooling; older workflow is comparison evidence, not a runtime dependency.",1aa1bac636af87d5c1316ff044dfac3fc415b577,,1aa1bac636af87d5c1316ff044dfac3fc415b577
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,docs/develop-apps/tutorials/heading.mm,superseded,"Keep consolidated documentation/tooling; older workflow is comparison evidence, not a runtime dependency.",1960822d5f1a6b30765b453a793b81124a4d6756,96f34eb215176ce7418892bd9d624f97d9c467ca,1960822d5f1a6b30765b453a793b81124a4d6756
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,docs/develop-apps/tutorials/intermediate/_category_.json,superseded,"Keep consolidated documentation/tooling; older workflow is comparison evidence, not a runtime dependency.",,ca0141f9d80f903c53a6356922de6b15eb6f6254,
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,docs/develop-apps/tutorials/pcie/_category_.json,superseded,"Keep consolidated documentation/tooling; older workflow is comparison evidence, not a runtime dependency.",e57cfb9a12ddcfba90d967bdecd812076baaf3ea,,e57cfb9a12ddcfba90d967bdecd812076baaf3ea
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,docs/getting-started/neat-library/index.md,superseded,"Keep consolidated documentation/tooling; older workflow is comparison evidence, not a runtime dependency.",e2de5faf532522a28b8551b8888bd6b15b5d832f,a49fa98867aadb5e1991960297c7b1e55a49c8ca,e2de5faf532522a28b8551b8888bd6b15b5d832f
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,docs/getting-started/neat-library/install-or-update.mdx,superseded,"Keep consolidated documentation/tooling; older workflow is comparison evidence, not a runtime dependency.",85c3a4036e0b4a80138b7b5b573bf083b2998ede,edecfa383e4ddea427b757401064168d8c9830d4,85c3a4036e0b4a80138b7b5b573bf083b2998ede
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,docs/getting-started/neat-library/neat-cli.md,superseded,"Keep consolidated documentation/tooling; older workflow is comparison evidence, not a runtime dependency.",8d115ca043ea2ea8634a3e8905e524fd68343153,2249894311d6724fdddf10a5b9601bc5343fdfaa,8d115ca043ea2ea8634a3e8905e524fd68343153
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,docs/getting-started/neat-library/pcie-host.mdx,superseded,"Keep consolidated documentation/tooling; older workflow is comparison evidence, not a runtime dependency.",34ac0243bb360e969def531d0210fa8f527cb192,,34ac0243bb360e969def531d0210fa8f527cb192
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,docs/getting-started/neat-library/pyneat.md,superseded,"Keep consolidated documentation/tooling; older workflow is comparison evidence, not a runtime dependency.",5b55b1fcf8ba52cae52de9eb9c0935eb0da4c56b,ad1278e22e1c684f98792b6f773811c1c921669a,5b55b1fcf8ba52cae52de9eb9c0935eb0da4c56b
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,docs/images/hello-neat-graph-add-animation.svg,superseded,"Keep consolidated documentation/tooling; older workflow is comparison evidence, not a runtime dependency.",b76d580b3207fcf0048884cd6ef37ebbb1a9de8f,1376f37b0ddbe8400ba88f09978d40ce043af9b2,b76d580b3207fcf0048884cd6ef37ebbb1a9de8f
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,docs/images/hello-neat-pcie-coprocessing-flow.svg,superseded,"Keep consolidated documentation/tooling; older workflow is comparison evidence, not a runtime dependency.",e08f3299057fbae7cdb3343e7c2a18be4ded371a,,e08f3299057fbae7cdb3343e7c2a18be4ded371a
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,docs/images/hello-neat-pcie-labrador.jpg,superseded,"Keep consolidated documentation/tooling; older workflow is comparison evidence, not a runtime dependency.",c1487ff578ef63d2d074aa42d6831311342687bc,,c1487ff578ef63d2d074aa42d6831311342687bc
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,docs/images/hello-neat-yolov8-flow.svg,superseded,"Keep consolidated documentation/tooling; older workflow is comparison evidence, not a runtime dependency.",f92d944af6ff89a0adc681ac8a3bd59a3b689641,f87ad16a5a1f9c74e2eff6940f680ac33e1cbff3,f92d944af6ff89a0adc681ac8a3bd59a3b689641
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,docs/reference/nodes/camera-input.mdx,superseded,"Keep consolidated documentation/tooling; older workflow is comparison evidence, not a runtime dependency.",f98f6d7c5f1da69951ed89ae0b59792c17de72e9,858864198b51c9bf133c9793dabd8d1691650ede,f98f6d7c5f1da69951ed89ae0b59792c17de72e9
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,docs/reference/troubleshooting.md,superseded,"Keep consolidated documentation/tooling; older workflow is comparison evidence, not a runtime dependency.",c11bfc7ad9b3c7e7edf97268407a94b4c278201e,548a13de006652637668b41d808d2f39560ed0d0,c11bfc7ad9b3c7e7edf97268407a94b4c278201e
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,include/graph/nodes/PipelineNode.h,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,4ef354fcb4482aa2e74c550ed91fb22879aa05e3,f4b58a25d278b23e42d241fcd7bbdba57db1d762,4ef354fcb4482aa2e74c550ed91fb22879aa05e3
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,include/gst/SimaPluginStaticManifestAbi.h,required addition,Selected semantics incorporated with localized integration; retain superset behavior outside this change.,57a791d26ae63bf8f228b202e3b41a6b742a0bcc,ef67f8013fd4f37262bdb1ecec1b6324cf6549a4,8d8f3944bbcff988cd038337fd2f881f00841e8c
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,include/nodes/groups/VideoSender.h,unrelated,Older raw-H265 public API additions and software-encoder changes are excluded; current APIs retained.,5f20da26ac755a4e13cd47b806f40bd509d8da19,fd627ed425e004cb28ea9499f086e300ae348dfa,5f20da26ac755a4e13cd47b806f40bd509d8da19
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,include/nodes/io/CameraInput.h,superseded,"Retain superset physical planning, typed model contracts and lifecycle; do not restore old selectors or duplicate LegacyAfeMpkDecoder.",64e5bc7ee227ec5aebe489c2bd0ea6d35964bf1b,9cc2a56ae0ddfe43bdf563f9301c37b3f30cad5c,64e5bc7ee227ec5aebe489c2bd0ea6d35964bf1b
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,include/nodes/sima/H264EncodeSima.h,unrelated,Older raw-H265 public API additions and software-encoder changes are excluded; current APIs retained.,3b68682e58f3ea9c004e05c59711478f096f3bbd,587a98e35e4b2e18aad17be96f48de278c4f2fc3,3b68682e58f3ea9c004e05c59711478f096f3bbd
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,include/nodes/sima/PCIeSink.h,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,10804c88fd565392205dbe19f6adb579b0054d10,9095c3c7e1c86a0430939139b74162b41cd55138,10804c88fd565392205dbe19f6adb579b0054d10
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,include/nodes/sima/PCIeSrc.h,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,10fa83eabac25ebf98f192f038deb9407c20df9e,e0984212cd243ca8949246b80f1280c6955cf4a4,10fa83eabac25ebf98f192f038deb9407c20df9e
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,include/pipeline/Graph.h,superseded,"Retain superset physical planning, typed model contracts and lifecycle; do not restore old selectors or duplicate LegacyAfeMpkDecoder.",e1610ad384468d972602b4055c4d2249cd0da50f,1cea246c0de678b3935ad3fb97d075344382659e,e1610ad384468d972602b4055c4d2249cd0da50f
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,include/pipeline/GraphOptions.h,superseded,"Retain superset physical planning, typed model contracts and lifecycle; do not restore old selectors or duplicate LegacyAfeMpkDecoder.",cdcb8b2af1ffcc25dadcf8523c301c281174b85b,99ac63c2b13316fd26e13f196f3f59ed56a0c22c,cdcb8b2af1ffcc25dadcf8523c301c281174b85b
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/CMakeLists.txt,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,f35c2192c8551c8b29846372e86446d1519c4216,,f35c2192c8551c8b29846372e86446d1519c4216
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/README.md,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,db422fe55e5d1d565532629b9a601ff84e3f54ca,,db422fe55e5d1d565532629b9a601ff84e3f54ca
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/build.sh,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,ef4be01f4785a321086c0e91e293ae7341497ec2,,ef4be01f4785a321086c0e91e293ae7341497ec2
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/cmake/SimaPCIeHostConfig.cmake.in,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,4d0f85ae3b08920c3c5b6348685522971a9e2f6b,,4d0f85ae3b08920c3c5b6348685522971a9e2f6b
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/examples/CMakeLists.txt,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,7eeaf544839f410b7aa15961a2491e02a15bdabf,,7eeaf544839f410b7aa15961a2491e02a15bdabf
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/examples/tensor_fast_paths.cpp,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,2c48d559266be5a188d2730f710e19224031c93d,,2c48d559266be5a188d2730f710e19224031c93d
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/examples/tensor_slow_path.cpp,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,1e384cb25fd14ed427a96ee2058e4a9dd94331d0,,1e384cb25fd14ed427a96ee2058e4a9dd94331d0
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/include/simaai/neat/pcie/Model.h,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,aeb07f8f97bd98168afea67bd0c3c8e300e14fd5,,aeb07f8f97bd98168afea67bd0c3c8e300e14fd5
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/include/simaai/neat/pcie/Runtime.h,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,e720b70e3ef9f3b0206b0c800782ee0de3eac68e,,e720b70e3ef9f3b0206b0c800782ee0de3eac68e
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/python/CMakeLists.txt,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,03c961b19891d9c76324a61c9ba4961d9acf9273,,03c961b19891d9c76324a61c9ba4961d9acf9273
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/python/build_wheel.py,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,ee60022106ac90c037394ddcafcbacb5c136f70c,,ee60022106ac90c037394ddcafcbacb5c136f70c
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/python/pyneatpcie/__init__.py,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,e33ecf5713a426e8bf6d59f5bdbdccbbd04f26c1,,e33ecf5713a426e8bf6d59f5bdbdccbbd04f26c1
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/python/pyneatpcie/py.typed,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,8b137891791fe96927ad78e64b0aad7bded08bdc,,8b137891791fe96927ad78e64b0aad7bded08bdc
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/python/src/module.cpp,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,f687d4cf0dfa7113f7ea6114afdaa17aee8cad60,,f687d4cf0dfa7113f7ea6114afdaa17aee8cad60
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/python/tests/test_api_surface.py,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,11b68355d160e3cc798bd644e64e02f9578565a7,,11b68355d160e3cc798bd644e64e02f9578565a7
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/python/tests/test_hardware_smoke.py,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,488e8bb374f62dfa11ce4a2b0a90aac8048a8356,,488e8bb374f62dfa11ce4a2b0a90aac8048a8356
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/python/tests/test_metadata.py,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,df52135e010059fa851ae90411edf2815e58ffeb,,df52135e010059fa851ae90411edf2815e58ffeb
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/python/tests/test_wheel_metadata.py,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,6e75be1cb4dc82cb4f02c6102e3713c5328946c8,,6e75be1cb4dc82cb4f02c6102e3713c5328946c8
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/scripts/host-platform.sh,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,83346168ebb7ce18f1104aa1a52de15c26d61a9a,,83346168ebb7ce18f1104aa1a52de15c26d61a9a
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/scripts/install_pciehost.sh,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,2a018d8597dfb3b4c79dc1db0c85a64f63f7286a,,2a018d8597dfb3b4c79dc1db0c85a64f63f7286a
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/scripts/pcie-setup.sh,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,ec05262b7db50676b24d65a5bf5ac41fbc1eea17,,ec05262b7db50676b24d65a5bf5ac41fbc1eea17
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/scripts/resolve_hardware_test_assets.sh,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,861e2d655a04ed09bae0eea43e5d1a7fd681520a,,861e2d655a04ed09bae0eea43e5d1a7fd681520a
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/src/HostPcieChannel.cpp,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,3cedff5eb66cf869fc97dc96186aceb316035bd0,,3cedff5eb66cf869fc97dc96186aceb316035bd0
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/src/HostPcieChannel.h,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,3e8893e73c6d1442fcf4e8f2ea44dfc2277252ba,,3e8893e73c6d1442fcf4e8f2ea44dfc2277252ba
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/src/HostPcieTensorPayload.cpp,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,725e36249d0c2af1de039002d9d718601bd868fd,,725e36249d0c2af1de039002d9d718601bd868fd
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/src/HostPcieTensorPayload.h,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,9980ce40279d5348ae814989c6879bf1ee1bd468,,9980ce40279d5348ae814989c6879bf1ee1bd468
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/src/HostPcieTensorSetMeta.cpp,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,6a20fa73454624015b67cb8a265a98a3e8ec7505,,6a20fa73454624015b67cb8a265a98a3e8ec7505
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/src/HostPcieTensorSetMeta.h,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,c90450171592c77a389b0a4790bd2d985ca22887,,c90450171592c77a389b0a4790bd2d985ca22887
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/src/Model.cpp,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,7de637a9ec7162ffd9eb639ea44d8dd342ed7044,,7de637a9ec7162ffd9eb639ea44d8dd342ed7044
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/src/ModelOptionsJsonWriter.cpp,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,06d0edf27b56490fd060b9a36a3073352da6dc25,,06d0edf27b56490fd060b9a36a3073352da6dc25
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/src/ModelOptionsJsonWriter.h,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,69d6987cc5154b8401e85fff6f37ac3fe5d4651e,,69d6987cc5154b8401e85fff6f37ac3fe5d4651e
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/src/PcieModelFactsReader.cpp,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,163fd28c8c2ac0edc8f5e218e6a987523e45c40e,,163fd28c8c2ac0edc8f5e218e6a987523e45c40e
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/src/PcieModelFactsReader.h,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,6424b96361d1f9ec34a9ec0f3657487a68cb5809,,6424b96361d1f9ec34a9ec0f3657487a68cb5809
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/src/PcieModelFactsReaderInternal.h,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,69d900806f855a0500a7ecb364af67404053acc2,,69d900806f855a0500a7ecb364af67404053acc2
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/src/RemoteRuntime.cpp,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,b8108b2ac77673b89eb6b653a4cb3cf4f3d49ec0,,b8108b2ac77673b89eb6b653a4cb3cf4f3d49ec0
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/src/RemoteRuntime.h,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,d815e852f8521e7ca991874ed32a8557c55f1b72,,d815e852f8521e7ca991874ed32a8557c55f1b72
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/src/Runtime.cpp,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,c75246e3a8dd8ed7e479b646d11f2ad346fc87db,,c75246e3a8dd8ed7e479b646d11f2ad346fc87db
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/src/RuntimeModelAccess.h,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,cc3becf9eb1dd077721c88478fc8fc37e0036231,,cc3becf9eb1dd077721c88478fc8fc37e0036231
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/src/SshRunner.cpp,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,6611ce3b01afbf466a7ee1b609bc73e524a2dd30,,6611ce3b01afbf466a7ee1b609bc73e524a2dd30
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/src/SshRunner.h,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,ef5ff581e6c8e300f3d21b1a74fa7ca4605578b6,,ef5ff581e6c8e300f3d21b1a74fa7ca4605578b6
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/tests/hardware/AsyncTestRunner.h,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,1908d0bc290304c17414c4bb185c40d03b7182f3,,1908d0bc290304c17414c4bb185c40d03b7182f3
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/tests/hardware/CMakeLists.txt,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,19e7598485d881ff70f35637fd01f3bc5b0e4647,,19e7598485d881ff70f35637fd01f3bc5b0e4647
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/tests/hardware/CTestTestfile.cmake.in,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,0ded97be30456e41a3b30fe5928ae2607c428ff0,,0ded97be30456e41a3b30fe5928ae2607c428ff0
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/tests/hardware/SignalCloseGuard.h,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,bb93369e64aac7bbf96f79c6eab1f7812cbdbfff,,bb93369e64aac7bbf96f79c6eab1f7812cbdbfff
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/tests/hardware/test_image_boxdecode_run.cpp,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,a157b29514eb52938bd1193ef1a8f3198855d931,,a157b29514eb52938bd1193ef1a8f3198855d931
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/tests/hardware/test_image_run.cpp,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,f0ae897c88fb56988e125642b4f60886c2d845e2,,f0ae897c88fb56988e125642b4f60886c2d845e2
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/tests/hardware/test_metadata.cpp,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,2633b9df2ab07dc698253761a0e6bac3a2d15700,,2633b9df2ab07dc698253761a0e6bac3a2d15700
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/tests/hardware/test_model_resilience.cpp,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,2821b2a4886c6c899db28c4368eddaa3d5297771,,2821b2a4886c6c899db28c4368eddaa3d5297771
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/tests/hardware/test_queue_blocker.cpp,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,b7ad0114db1481c971b0cc1716feddf143429daa,,b7ad0114db1481c971b0cc1716feddf143429daa
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/tests/hardware/test_tensor_parallel_queues.sh,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,a0ada746d6d0bd87be150ce41951fd125c3bf8f4,,a0ada746d6d0bd87be150ce41951fd125c3bf8f4
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/tests/hardware/test_tensor_perf.cpp,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,acaa4d3c83df2568eac60507b6e5995de314a7f2,,acaa4d3c83df2568eac60507b6e5995de314a7f2
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/tests/hardware/test_tensor_run.cpp,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,d0af6b3029d9fa3ab22cf7072aaf2bb63ec679ee,,d0af6b3029d9fa3ab22cf7072aaf2bb63ec679ee
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/tests/package_smoke/CMakeLists.txt,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,ca9fa6e18a4ea8ed8e1d02126e58cb8c85511c73,,ca9fa6e18a4ea8ed8e1d02126e58cb8c85511c73
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/tests/package_smoke/main.cpp,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,d81c0a12d58a6490db5fdc7cbc7bc2e5d18f2766,,d81c0a12d58a6490db5fdc7cbc7bc2e5d18f2766
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/tests/unit_pcie_host_async_test_runner_test.cpp,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,e5879ef4c0e4a40965ccd7371865ffdeee7c8f6c,,e5879ef4c0e4a40965ccd7371865ffdeee7c8f6c
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/tests/unit_pcie_host_caps_test.cpp,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,231ae777d313709dc75a9a288af3545f8263551b,,231ae777d313709dc75a9a288af3545f8263551b
